row_id,order_id,order_date,order_priority,quantity,sales,discount,ship_mode,profit,unit_price,shipping_cost,customer_name,province,region,segment,category,sub_category,product_name,product_container,product_base_margin,ship_date,year,quarter,month,profit_margin,discount_bucket
1061,5473,2012-03-24,Not Specified,42,355.69,0.09,Regular Air,-149.46,8.74,8.29,Shahid Hopkins,British Columbia,West,Small Business,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2012-03-26,2012,1,3,-0.42019736287216397,1-10%
1062,5698,2009-05-20,Medium,15,297.05,0.09,Regular Air,-16.89,20.48,6.32,Kristina Nunn,British Columbia,West,Consumer,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box,0.58,2009-05-21,2009,2,5,-0.05685911462716714,1-10%
1063,5698,2009-05-20,Medium,7,108.26,0.06,Regular Air,25.51,15.67,1.39,Kristina Nunn,British Columbia,West,Consumer,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,0.38,2009-05-21,2009,2,5,0.23563643081470534,1-10%
1064,6144,2009-06-21,Critical,24,67.35,0.07,Regular Air,22.63,2.88,0.5,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Labels,Avery 492,Small Box,0.39,2009-06-24,2009,2,6,0.33600593912397925,1-10%
1065,6144,2009-06-21,Critical,4,1472.31,0.03,Delivery Truck,-223.59,348.21,40.19,Ralph Kennedy,British Columbia,West,Corporate,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,Jumbo Box,0.62,2009-06-22,2009,2,6,-0.15186339833323145,1-10%
1066,6374,2011-08-07,Critical,29,857.42,0.07,Express Air,51.18,31.11,3.6,Ricardo Emerson,British Columbia,West,Corporate,Technology,Computer Peripherals,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Small Pack,0.64,2011-08-08,2011,3,8,0.05969070000699774,1-10%
1067,6374,2011-08-07,Critical,1,2.24,0.01,Regular Air,-1.97,1.48,0.7,Ricardo Emerson,British Columbia,West,Corporate,Office Supplies,Rubber Bands,Binder Clips by OIC,Wrap Bag,0.37,2011-08-09,2011,3,8,-0.8794642857142856,1-10%
1068,7169,2010-03-26,Medium,22,446.72,0.05,Regular Air,-39.0,20.28,14.39,Lela Donovan,British Columbia,West,Corporate,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Small Box,0.47,2010-03-28,2010,1,3,-0.08730300859598854,1-10%
1069,7169,2010-03-26,Medium,30,1580.6005,0.07,Regular Air,303.53,65.99,2.79,Lela Donovan,British Columbia,West,Corporate,Technology,Telephones and Communication,V8162,Small Box,0.56,2010-03-28,2010,1,3,0.19203460963095986,1-10%
1070,7427,2012-12-15,Not Specified,47,16002.29,0.09,Regular Air,4604.79,363.25,19.99,Ricardo Emerson,British Columbia,West,Corporate,Office Supplies,Appliances,Hoover WindTunnelª Plus Canister Vacuum,Small Box,0.57,2012-12-15,2012,4,12,0.2877581896091122,1-10%
1071,7427,2012-12-15,Not Specified,9,182.26,0.01,Regular Air,60.61,18.94,1.49,Ricardo Emerson,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Small Box,0.35,2012-12-16,2012,4,12,0.33254691100625483,1-10%
1072,8229,2009-12-07,Medium,7,3565.27,0.04,Delivery Truck,-502.81,510.14,14.7,Patrick O'Brill,British Columbia,West,Home Office,Technology,Office Machines,Okidata ML520 Series Dot Matrix Printers,Jumbo Drum,0.56,2009-12-09,2009,4,12,-0.141029992118409,1-10%
1073,8229,2009-12-07,Medium,50,241.01,0.0,Regular Air,-4.69,4.76,3.01,Patrick O'Brill,British Columbia,West,Home Office,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Wrap Bag,0.36,2009-12-09,2009,4,12,-0.01945977345338368,0%
1074,8290,2009-12-09,Critical,32,209.02,0.04,Regular Air,101.8,6.3,0.5,Patrick O'Brill,British Columbia,West,Home Office,Office Supplies,Labels,Avery 48,Small Box,0.39,2009-12-11,2009,4,12,0.48703473351832355,1-10%
1075,8515,2010-12-21,Critical,33,729.92,0.0,Regular Air,99.31,20.95,4.0,Trudy Schmidt,British Columbia,West,Small Business,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.6,2010-12-22,2010,4,12,0.13605600613765892,0%
1076,8801,2012-08-10,Low,32,2593.08,0.0,Express Air,-673.31,79.52,48.2,Thomas Brumley,British Columbia,West,Consumer,Furniture,Office Furnishings,Eldon Cleatmat Plusª Chair Mats for High Pile Carpets,Medium Box,0.74,2012-08-15,2012,3,8,-0.2596564702978697,0%
1077,8801,2012-08-10,Low,25,2529.396,0.06,Express Air,371.21,125.99,3.0,Thomas Brumley,British Columbia,West,Consumer,Technology,Telephones and Communication,270c,Small Box,0.59,2012-08-12,2012,3,8,0.1467583565404547,1-10%
1078,8992,2010-11-12,High,3,441.43,0.06,Regular Air,-154.45,140.81,24.49,Shahid Shariari,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,0.57,2010-11-13,2010,4,11,-0.34988559907573114,1-10%
1079,8992,2010-11-12,High,14,2145.6975,0.08,Regular Air,-176.79,195.99,4.2,Shahid Shariari,British Columbia,West,Corporate,Technology,Telephones and Communication,688,Small Box,0.6,2010-11-14,2010,4,11,-0.08239278835903009,1-10%
1080,8992,2010-11-12,High,18,1341.963,0.0,Regular Air,180.78,85.99,2.79,Shahid Shariari,British Columbia,West,Corporate,Technology,Telephones and Communication,6340,Small Box,0.58,2010-11-13,2010,4,11,0.1347131031183423,0%
1081,9409,2012-05-05,Critical,12,1712.66,0.1,Regular Air,-390.77,152.48,4.0,Vicky Freymann,British Columbia,West,Home Office,Technology,Computer Peripherals,Adesso Programmable 142-Key Keyboard,Small Box,0.79,2012-05-07,2012,2,5,-0.22816554365723493,1-10%
1082,10306,2010-07-21,Low,20,310.31,0.02,Regular Air,51.5,14.58,7.4,Lela Donovan,British Columbia,West,Corporate,Furniture,Office Furnishings,DAX Clear Channel Poster Frame,Small Box,0.48,2010-07-21,2010,3,7,0.16596306918887563,1-10%
1083,10470,2012-05-04,Critical,35,246.98,0.1,Regular Air,-94.78,7.38,5.21,Khloe Miller,British Columbia,West,Corporate,Furniture,Office Furnishings,"Eldon¨ Expressionsª Wood Desk Accessories, Oak",Small Box,0.56,2012-05-09,2012,2,5,-0.3837557696979513,1-10%
1084,10819,2010-08-24,Critical,35,233.39,0.06,Regular Air,-197.39,6.48,9.54,Mike Vittorini,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1905,Small Box,0.37,2010-08-24,2010,3,8,-0.8457517460045417,1-10%
1085,10916,2011-03-10,Medium,23,135.31,0.06,Regular Air,-49.32,5.74,5.01,Trudy Schmidt,British Columbia,West,Small Business,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.39,2011-03-10,2011,1,3,-0.36449634173379647,1-10%
1086,10944,2011-11-12,High,9,181.66,0.0,Regular Air,-27.47,17.98,8.51,Mike Vittorini,British Columbia,West,Small Business,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.4,2011-11-14,2011,4,11,-0.15121655840581305,0%
1087,11301,2012-03-22,Medium,29,1194.96,0.04,Regular Air,107.45,39.98,4.0,Tony Chapman,British Columbia,West,Consumer,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box,0.7,2012-03-22,2012,1,3,0.08991932784360983,1-10%
1088,11332,2009-11-16,Low,6,184.331,0.07,Regular Air,-89.2,35.99,5.99,Liz Price,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory41,Wrap Bag,0.38,2009-11-20,2009,4,11,-0.4839120929198019,1-10%
1089,11332,2009-11-16,Low,23,1223.3795,0.08,Express Air,83.57,65.99,5.92,Liz Price,British Columbia,West,Corporate,Technology,Telephones and Communication,i500plus,Small Box,0.58,2009-11-23,2009,4,11,0.0683107735580006,1-10%
1090,11392,2009-09-05,Low,28,128.69,0.04,Regular Air,28.29,4.55,1.49,Sarah Bern,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,2009-09-07,2009,3,9,0.2198306006682726,1-10%
1091,11745,2012-07-19,High,17,686.27,0.06,Regular Air,-345.36,40.48,19.99,Mark Cousins,British Columbia,West,Home Office,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,Small Box,0.77,2012-07-20,2012,3,7,-0.5032421641627931,1-10%
1092,11875,2012-08-20,Medium,19,242.63,0.0,Regular Air,-36.11,12.44,6.27,Shahid Hopkins,British Columbia,West,Small Business,Office Supplies,Storage & Organization,Eldon Simplefile¨ Box Office¨,Medium Box,0.57,2012-08-21,2012,3,8,-0.14882743271648188,0%
1093,11907,2010-08-23,Low,45,4729.85,0.03,Delivery Truck,2014.82,100.97,14.0,Mark Cousins,British Columbia,West,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Jumbo Drum,0.37,2010-08-23,2010,3,8,0.4259796822309375,1-10%
1094,12129,2012-12-25,Medium,36,4852.05,0.0,Delivery Truck,-1197.58,122.99,70.2,Giulietta Weimer,British Columbia,West,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.74,2012-12-28,2012,4,12,-0.2468193856205109,0%
1095,12579,2011-06-16,Not Specified,5,70.33,0.1,Regular Air,1.07,15.04,1.97,Patrick O'Brill,British Columbia,West,Home Office,Office Supplies,Paper,White GlueTop Scratch Pads,Wrap Bag,0.39,2011-06-16,2011,2,6,0.015213991184416324,1-10%
1096,12743,2010-06-23,High,39,677.518,0.09,Regular Air,168.22,20.99,0.99,Mark Cousins,British Columbia,West,Corporate,Technology,Telephones and Communication,Accessory25,Wrap Bag,0.57,2010-06-25,2010,2,6,0.24828860635436992,1-10%
1097,12902,2010-10-29,Not Specified,9,302.05,0.0,Regular Air,-58.81,30.98,6.5,Daniel Byrd,British Columbia,West,Home Office,Technology,Computer Peripherals,Belkin ErgoBoardª Keyboard,Small Box,0.64,2010-10-31,2010,4,10,-0.19470286376427745,0%
1098,13380,2009-07-15,Critical,24,66.12,0.09,Regular Air,4.85,2.88,0.7,Rob Dowd,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag,0.56,2009-07-15,2009,3,7,0.07335148215366,1-10%
1099,13606,2009-04-26,Not Specified,34,109.86,0.07,Regular Air,19.04,3.38,0.85,Mike Vittorini,British Columbia,West,Small Business,Office Supplies,Pens & Art Supplies,Avery Hi-Liter¨ Fluorescent Desk Style Markers,Wrap Bag,0.48,2009-04-28,2009,2,4,0.1733114873475332,1-10%
1100,13889,2011-09-04,Medium,49,12979.1,0.03,Delivery Truck,2820.44,258.98,54.31,John Murray,British Columbia,West,Small Business,Furniture,Chairs & Chairmats,Global Enterpriseª Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum,0.55,2011-09-05,2011,3,9,0.21730628471927946,1-10%
1101,13984,2012-09-24,Critical,30,2052.82,0.05,Regular Air,-870.61,70.71,37.58,Khloe Miller,British Columbia,West,Home Office,Furniture,Office Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Wrap Bag,0.78,2012-09-24,2012,3,9,-0.4241044027240576,1-10%
1102,13986,2011-10-11,High,46,1905.79,0.01,Regular Air,675.65,39.48,1.99,Kristina Nunn,British Columbia,West,Consumer,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54,2011-10-14,2011,4,10,0.3545248951878224,1-10%
1103,14240,2012-02-17,High,24,68.88,0.0,Regular Air,1.31,2.78,1.49,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Acco Suede Grain Vinyl Round Ring Binder,Small Box,0.39,2012-02-18,2012,1,2,0.01901858304297329,0%
1104,14276,2009-06-18,Medium,11,110.79,0.1,Regular Air,-11.13,10.48,2.89,Lela Donovan,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,2009-06-19,2009,2,6,-0.10046033035472515,1-10%
1105,14471,2011-05-26,Not Specified,44,823.63,0.03,Regular Air,375.02,18.65,3.77,Ralph Kennedy,British Columbia,West,Corporate,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack,0.39,2011-05-26,2011,2,5,0.4553258137756031,1-10%
1106,14471,2011-05-26,Not Specified,42,286.73,0.05,Regular Air,-141.51,6.48,7.49,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 220,Small Box,0.37,2011-05-28,2011,2,5,-0.4935304990757855,1-10%
1107,14529,2010-09-20,Low,44,3819.42,0.1,Delivery Truck,-821.87,89.99,42.0,Lena Hernandez,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum,0.66,2010-09-24,2010,3,9,-0.2151818862549811,1-10%
1108,14529,2010-09-20,Low,42,208.78,0.05,Regular Air,24.87,5.08,2.03,Lena Hernandez,British Columbia,West,Home Office,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Wrap Bag,0.51,2010-09-22,2010,3,9,0.11912060542197529,1-10%
1109,14948,2011-05-28,Medium,6,647.78,0.0,Delivery Truck,-144.87,100.98,35.84,Shahid Hopkins,British Columbia,West,Small Business,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Jumbo Box,0.62,2011-05-29,2011,2,5,-0.2236407422272994,0%
1110,16161,2012-07-28,Medium,49,2692.6895,0.03,Regular Air,768.32,65.99,4.2,Kristina Nunn,British Columbia,West,Consumer,Technology,Telephones and Communication,6162i,Small Box,0.55,2012-07-29,2012,3,7,0.28533553534486616,1-10%
1111,16161,2012-07-28,Medium,38,151.19,0.03,Regular Air,60.63,3.78,0.71,Kristina Nunn,British Columbia,West,Consumer,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.39,2012-07-30,2012,3,7,0.4010185858853099,1-10%
1112,16257,2012-05-05,Not Specified,16,102.73,0.03,Regular Air,16.33,5.98,2.5,Greg Maxwell,British Columbia,West,Home Office,Office Supplies,Envelopes,Wausau Papers Astrobrights¨ Colored Envelopes,Small Box,0.36,2012-05-06,2012,2,5,0.15896038158278983,1-10%
1113,16806,2010-06-17,High,4,167.37,0.1,Regular Air,-132.15,43.22,4.0,Vicky Freymann,British Columbia,West,Home Office,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",Small Box,0.64,2010-06-18,2010,2,6,-0.7895680229431798,1-10%
1114,16806,2010-06-17,High,18,1026.6385,0.0,Regular Air,-201.05,65.99,19.99,Vicky Freymann,British Columbia,West,Home Office,Technology,Telephones and Communication,iDENi80s,Small Box,0.59,2010-06-19,2010,2,6,-0.19583329477708075,0%
1115,17344,2010-07-19,Critical,40,2405.4575,0.01,Regular Air,571.54,65.99,7.69,Rob Dowd,British Columbia,West,Corporate,Technology,Telephones and Communication,5190,Small Box,0.59,2010-07-21,2010,3,7,0.23760137104895845,1-10%
1116,17382,2011-07-04,Not Specified,20,2162.8165,0.01,Regular Air,223.25,125.99,8.99,Lena Hernandez,British Columbia,West,Home Office,Technology,Telephones and Communication,M70,Small Box,0.59,2011-07-05,2011,3,7,0.10322188683136087,1-10%
1117,17507,2012-06-12,Medium,27,399.76,0.04,Regular Air,48.13,14.56,3.5,Lela Donovan,British Columbia,West,Corporate,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,0.58,2012-06-12,2012,2,6,0.12039723834300581,1-10%
1118,17507,2012-06-12,Medium,22,5393.27,0.1,Delivery Truck,353.72,270.97,28.06,Lela Donovan,British Columbia,West,Corporate,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.56,2012-06-14,2012,2,6,0.06558544259790443,1-10%
1119,17702,2012-04-13,High,9,264.63,0.02,Express Air,-66.78,27.48,4.0,Mark Cousins,British Columbia,West,Home Office,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2012-04-13,2012,2,4,-0.2523523410044213,1-10%
1120,17831,2012-10-25,Critical,34,239.3,0.06,Regular Air,41.31,6.98,2.83,Ricardo Emerson,British Columbia,West,Corporate,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,Small Pack,0.37,2012-10-26,2012,4,10,0.17262849979105724,1-10%
1121,17831,2012-10-25,Critical,38,260.41,0.0,Express Air,-45.75,5.98,5.35,Ricardo Emerson,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1947,Small Box,0.4,2012-10-28,2012,4,10,-0.17568449752313658,0%
1122,18179,2009-08-01,Not Specified,50,3075.83,0.03,Regular Air,1207.91,60.98,1.99,Liz Price,British Columbia,West,Corporate,Technology,Computer Peripherals,Imation 5.2GB DVD-RAM,Small Pack,0.5,2009-08-01,2009,3,8,0.3927102603199787,1-10%
1123,18179,2009-08-01,Not Specified,24,73.37,0.04,Regular Air,16.1,3.08,0.99,Liz Price,British Columbia,West,Corporate,Office Supplies,Labels,Avery 481,Small Box,0.37,2009-08-02,2009,3,8,0.219435736677116,1-10%
1124,18179,2009-08-01,Not Specified,50,527.6,0.0,Regular Air,221.59,10.31,1.79,Liz Price,British Columbia,West,Corporate,Office Supplies,Paper,"Speediset Carbonless Redi-Letter¨ 7"" x 8 1/2""",Wrap Bag,0.38,2009-08-03,2009,3,8,0.4199962092494314,0%
1125,19044,2012-04-11,Low,32,4800.44,0.08,Regular Air,1912.92,150.98,13.99,Rob Dowd,British Columbia,West,Corporate,Technology,Office Machines,Canon MP41DH Printing Calculator,Medium Box,0.38,2012-04-13,2012,2,4,0.3984884718900768,1-10%
1126,19044,2012-04-11,Low,29,271.33,0.07,Regular Air,-191.09,9.71,9.45,Rob Dowd,British Columbia,West,Corporate,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,2012-04-18,2012,2,4,-0.7042715512475584,1-10%
1127,19462,2011-09-20,Medium,2,206.68,0.0,Regular Air,-156.47,80.98,35.0,Mark Cousins,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,2011-09-21,2011,3,9,-0.7570640603832011,0%
1128,19936,2012-11-13,Critical,19,36.75,0.06,Regular Air,-9.82,1.88,1.49,Giulietta Weimer,British Columbia,West,Home Office,Office Supplies,Binders and Binder Accessories,Staples¨ General Use 3-Ring Binders,Small Box,0.37,2012-11-14,2012,4,11,-0.2672108843537415,1-10%
1129,19936,2012-11-13,Critical,41,1115.2,0.09,Regular Air,301.31,29.89,1.99,Giulietta Weimer,British Columbia,West,Home Office,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Small Pack,0.5,2012-11-14,2012,4,11,0.27018472022955525,1-10%
1130,19972,2012-06-16,Critical,6,97.86,0.04,Regular Air,-21.09,14.98,8.99,Liz Price,British Columbia,West,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,2012-06-18,2012,2,6,-0.2155119558553035,1-10%
1131,20038,2010-02-26,Low,42,173.44,0.05,Regular Air,-172.4,4.14,6.6,Sally Knutson,British Columbia,West,Consumer,Furniture,Office Furnishings,Eldon Image Series Black Desk Accessories,Small Box,0.49,2010-02-28,2010,1,2,-0.9940036900369004,1-10%
1132,20389,2009-08-11,High,31,7477.78,0.09,Delivery Truck,883.29,260.98,41.91,Liz Price,British Columbia,West,Corporate,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.59,2009-08-13,2009,3,8,0.11812195598158812,1-10%
1133,20389,2009-08-11,High,24,270.39,0.01,Regular Air,-30.42,10.52,7.94,Liz Price,British Columbia,West,Corporate,Furniture,Office Furnishings,Ultra Door Pull Handle,Small Pack,0.52,2009-08-13,2009,3,8,-0.11250416065682904,1-10%
1134,20389,2009-08-11,High,30,201.35,0.02,Express Air,-107.37,5.98,7.5,Liz Price,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1920,Small Box,0.4,2009-08-13,2009,3,8,-0.5332505587285821,1-10%
1135,20422,2009-01-26,High,5,15.38,0.01,Regular Air,1.61,2.89,0.5,Gene Hale,British Columbia,West,Consumer,Office Supplies,Labels,Avery 498,Small Box,0.38,2009-01-28,2009,1,1,0.1046814044213264,1-10%
1136,20676,2012-11-22,Low,22,43.97,0.04,Regular Air,-9.05,1.88,1.49,Shahid Shariari,British Columbia,West,Corporate,Office Supplies,Binders and Binder Accessories,Staples¨ General Use 3-Ring Binders,Small Box,0.37,2012-11-26,2012,4,11,-0.20582215146690927,1-10%
1137,20807,2012-07-21,Not Specified,39,6152.52,0.08,Delivery Truck,768.06,160.98,30.0,Justin Hirsh,British Columbia,West,Consumer,Furniture,Chairs & Chairmats,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Jumbo Drum,0.62,2012-07-23,2012,3,7,0.12483665229857033,1-10%
1138,20838,2009-04-10,Not Specified,5,20.17,0.05,Regular Air,-15.42,3.28,3.97,Shahid Shariari,British Columbia,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 342,Wrap Bag,0.56,2009-04-11,2009,2,4,-0.7645017352503718,1-10%
1139,20838,2009-04-10,Not Specified,21,235.98,0.03,Regular Air,11.82,10.98,3.37,Shahid Shariari,British Columbia,West,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars¨ Softgrip Scissors,Small Pack,0.57,2009-04-11,2009,2,4,0.05008899059242309,1-10%
1140,20960,2011-11-18,Low,19,195.96,0.1,Regular Air,-104.82,10.97,6.5,Giulietta Weimer,British Columbia,West,Corporate,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,0.64,2011-11-23,2011,4,11,-0.5349050826699325,1-10%
1141,20961,2010-01-14,Not Specified,34,6607.92,0.06,Regular Air,1462.72,199.99,24.49,Lela Donovan,British Columbia,West,Corporate,Technology,Copiers and Fax,Canon PC-428 Personal Copier,Large Box,0.46,2010-01-16,2010,1,1,0.22135861208973476,1-10%
1142,21350,2011-02-24,Medium,30,278.94,0.01,Regular Air,-143.7,9.06,9.86,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box,0.4,2011-02-25,2011,1,2,-0.5151645515164551,1-10%
1143,21572,2009-02-13,Critical,42,8549.04,0.03,Regular Air,2861.01,194.3,11.54,Vicky Freymann,British Columbia,West,Home Office,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Large Box,0.59,2009-02-15,2009,1,2,0.3346586283372168,1-10%
1144,21671,2010-06-15,High,15,670.94,0.02,Regular Air,87.51,45.19,1.99,Thomas Brumley,British Columbia,West,Consumer,Technology,Computer Peripherals,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Small Pack,0.55,2010-06-18,2010,2,6,0.13042895042775807,1-10%
1145,22657,2011-10-29,High,36,9544.18,0.0,Express Air,3392.88,256.99,11.25,Ralph Kennedy,British Columbia,West,Corporate,Technology,Computer Peripherals,Hayes Optima 56K V.90 Internal Voice Modem,Small Box,0.51,2011-10-30,2011,4,10,0.3554920380797512,0%
1146,22657,2011-10-29,High,8,32.92,0.05,Regular Air,-7.73,3.95,2.0,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Rubber Bands,Advantus Map Pennant Flags and Round Head Tacks,Wrap Bag,0.53,2011-10-30,2011,4,10,-0.23481166464155528,1-10%
1147,23207,2010-10-22,Critical,11,336.91,0.1,Regular Air,42.5,30.98,8.74,Ralph Kennedy,British Columbia,West,Corporate,Office Supplies,Paper,Xerox 1979,Small Box,0.4,2010-10-23,2010,4,10,0.12614644860645274,1-10%
1148,23940,2011-04-08,Medium,20,138.52,0.03,Regular Air,-895.24,4.48,49.0,Khloe Miller,British Columbia,West,Home Office,Office Supplies,Appliances,Hoover Portapowerª Portable Vacuum,Large Box,0.6,2011-04-09,2011,2,4,-6.462893444989893,1-10%
1149,23940,2011-04-08,Medium,11,1735.59,0.02,Delivery Truck,-506.43,150.89,60.2,Khloe Miller,British Columbia,West,Home Office,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,0.77,2011-04-11,2011,2,4,-0.291791264065822,1-10%
1150,24450,2012-07-09,Critical,37,443.35,0.02,Regular Air,-21.73,11.97,4.98,Kristina Nunn,British Columbia,West,Consumer,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.58,2012-07-11,2012,3,7,-0.04901319499266945,1-10%
1151,24450,2012-07-09,Critical,41,392.61,0.08,Express Air,-100.15,9.48,7.29,Kristina Nunn,British Columbia,West,Consumer,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack,0.45,2012-07-12,2012,3,7,-0.25508774610937063,1-10%
1152,24450,2012-07-09,Critical,4,30.85,0.03,Regular Air,-12.88,5.98,5.79,Kristina Nunn,British Columbia,West,Consumer,Office Supplies,Paper,Xerox 1903,Small Box,0.36,2012-07-11,2012,3,7,-0.41750405186385736,1-10%
1153,24580,2012-06-23,High,25,1081.22,0.08,Regular Air,130.8,43.98,8.99,Mark Cousins,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,0.58,2012-06-24,2012,2,6,0.12097445478256044,1-10%
1154,24580,2012-06-23,High,14,36.41,0.01,Regular Air,-31.45,2.23,4.57,Mark Cousins,British Columbia,West,Corporate,Furniture,Office Furnishings,Eldon Pizzazª Desk Accessories,Small Pack,0.41,2012-06-25,2012,2,6,-0.8637736885471025,1-10%
1155,24833,2010-07-16,Not Specified,45,5205.83,0.08,Delivery Truck,-818.77,124.49,51.94,Sally Knutson,British Columbia,West,Small Business,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.63,2010-07-18,2010,3,7,-0.15727943478753628,1-10%
1156,24933,2009-07-26,Low,32,3416.38,0.01,Delivery Truck,-1142.2,100.98,57.38,Shahid Shariari,British Columbia,West,Consumer,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78,2009-07-28,2009,3,7,-0.3343304901679556,1-10%
1157,24933,2009-07-26,Low,14,142.81,0.01,Regular Air,39.64,10.14,2.27,Shahid Shariari,British Columbia,West,Consumer,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Wrap Bag,0.36,2009-07-28,2009,3,7,0.2775715986275471,1-10%
1158,25031,2009-08-23,High,24,4636.62,0.1,Regular Air,-318.45,209.37,69.0,Sally Knutson,British Columbia,West,Consumer,Furniture,Tables,Hon 2111 Invitationª Series Corner Table,Large Box,0.79,2009-08-25,2009,3,8,-0.06868149643490301,1-10%
1159,25031,2009-08-23,High,20,100.11,0.07,Regular Air,-41.7,4.98,4.7,Sally Knutson,British Columbia,West,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,0.38,2009-08-24,2009,3,8,-0.4165418040155829,1-10%
1160,25633,2011-08-01,Low,36,5140.08,0.06,Delivery Truck,-582.43,145.98,51.92,Sally Knutson,British Columbia,West,Home Office,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box,0.69,2011-08-06,2011,3,8,-0.11331146596940124,1-10%
